element,name,Z,ecut_eff,ecut_prec,cost,avg_sq_score,SC,BCC,FCC,DC,XO,XO2,XO3,X2O,X2O3,X2O5
At,PSL-US-v1-high,17.0,150.0,150,65.94,0.88,0.08,0.21,0.28,0.13,0.25,0.83,2.5,0.55,0.79,0.92
At,PSL-PAW-v1-high,17.0,150.0,150,65.94,1.04,0.13,0.27,0.36,0.19,0.34,1.01,2.91,0.66,0.96,1.06
At,JTH-1.1-std,7.0,30.0,30,1.0,3.8,0.76,0.64,0.39,0.41,0.65,3.35,10.73,0.57,2.98,3.39
