element,name,Z,ecut_eff,ecut_prec,cost,avg_sq_score,SC,BCC,FCC,DC,XO,XO2,XO3,X2O,X2O3,X2O5
Fr,PSL-PAW-v1-high,19.0,150.0,150,1.4,2.14,0.17,0.12,0.14,0.16,1.02,2.71,5.34,0.84,2.47,2.27
Fr,PSL-US-v1-high,19.0,120.0,150,1.0,2.2,0.08,0.01,0.01,0.08,1.06,2.78,5.45,0.89,2.54,2.34
