element,name,Z,ecut_eff,ecut_prec,cost,avg_sq_score,SC,BCC,FCC,DC,XO,XO2,XO3,X2O,X2O3,X2O5
K,PSL-PAW-v1-high,9.0,55.0,55,2.48,0.0,0.01,0.0,0.0,0.02,0.04,0.05,0.03,0.04,0.06,0.09
K,PSL-US-v1-high,9.0,55.0,80,2.48,0.0,0.04,0.06,0.05,0.02,0.01,0.02,0.01,0.01,0.04,0.08
K,DOJO-041-std,9.0,65.0,65,3.19,0.0,0.01,0.02,0.01,0.0,0.04,0.07,0.06,0.04,0.08,0.11
K,GBRV-1.X,9.0,70.0,75,3.56,0.01,0.01,0.01,0.0,0.03,0.06,0.08,0.07,0.05,0.09,0.12
K,SG15,9.0,30.0,30,1.0,0.01,0.0,0.0,0.0,0.02,0.04,0.04,0.14,0.05,0.04,0.0
K,SPMS,9.0,30.0,30,1.0,0.02,0.03,0.04,0.04,0.04,0.01,0.02,0.18,0.02,0.03,0.01
K,JTH-1.1-std,9.0,30.0,30,1.0,0.65,0.04,0.04,0.04,0.01,0.66,0.79,1.65,0.58,0.76,0.66
