element,name,Z,ecut_eff,ecut_prec,cost,avg_sq_score,SC,BCC,FCC,DC,XO,XO2,XO3,X2O,X2O3,X2O5
Mn,DOJO-041-std,15.0,80.0,80,3.46,0.0,0.03,0.02,0.02,0.04,0.05,0.01,0.04,0.04,0.01,0.0
Mn,GBRV-1.X,15.0,35.0,35,1.0,0.0,0.04,0.02,0.01,0.03,0.01,0.01,0.06,0.03,0.0,0.01
Mn,SPMS,15.0,70.0,70,2.83,0.04,0.1,0.12,0.15,0.2,0.02,0.11,0.17,0.03,0.1,0.05
Mn,DOJO-041-str,15.0,200.0,200,13.66,0.04,0.22,0.07,0.13,0.15,0.06,0.03,0.04,0.13,0.04,0.04
Mn,PSL-US-v1-high,15.0,200.0,200,13.66,0.2,0.4,0.33,0.35,0.33,0.22,0.2,0.34,0.32,0.23,0.14
Mn,SG15,15.0,50.0,55,1.71,0.46,0.55,0.65,0.67,0.56,0.36,0.54,0.79,0.32,0.54,0.31
Mn,JTH-1.1-std,15.0,200.0,200,13.66,1.04,1.19,1.23,1.19,1.24,1.12,1.07,1.39,1.08,1.15,0.61
