element,name,Z,ecut_eff,ecut_prec,cost,avg_sq_score,SC,BCC,FCC,DC,XO,XO2,XO3,X2O,X2O3,X2O5
Nd,PSL-US-v1-high,24.0,200.0,200,6.32,0.21,0.12,0.36,0.69,0.16,0.08,0.02,0.25,0.04,0.04,0.04
Nd,Wentzcovitch,14.0,150.0,150,1.4,2.67,4.39,5.17,2.96,3.23,0.67,1.1,2.36,1.34,0.94,0.97
Nd,JTH-1.1-std,14.0,120.0,120,1.0,3.09,5.03,5.54,3.03,3.99,0.93,1.52,3.23,1.66,1.31,1.36
