element,name,Z,ecut_eff,ecut_prec,cost,avg_sq_score,SC,BCC,FCC,DC,XO,XO2,XO3,X2O,X2O3,X2O5
Pa,MARBURG,13.0,40.0,40,1.0,0.05,0.1,0.06,0.08,0.11,0.21,0.16,0.06,0.1,0.17,0.15
Pa,PSL-US-v1-high,13.0,75.0,80,2.57,0.17,0.14,0.11,0.1,0.19,0.4,0.36,0.18,0.16,0.39,0.29
Pa,PSL-PAW-v1-high,13.0,75.0,80,2.57,0.21,0.13,0.17,0.17,0.37,0.43,0.38,0.19,0.24,0.42,0.31
